H,L,T,A[0],A[1]
171,2,10000,0.13669706881046295,2.460926055908203
172,2,10000,0.0930129811167717,2.427290916442871
173,2,10000,0.11094684153795242,2.424445629119873
174,2,10000,0.15139256417751312,2.3884665966033936
175,2,10000,0.09313300251960754,2.528559684753418
176,2,10000,0.0961499959230423,2.469467878341675
177,2,10000,0.20541617274284363,2.380345106124878
178,2,10000,0.8194401264190674,2.7644951343536377
179,2,10000,0.08761616051197052,2.5971896648406982
180,2,10000,0.0948350578546524,2.405186414718628
181,2,10000,0.09472201019525528,2.5166101455688477
182,2,10000,0.09495652467012405,2.5457160472869873
183,2,10000,0.06700906902551651,2.7847533226013184
184,2,10000,0.09490153938531876,2.36183500289917
185,2,10000,0.8193259835243225,2.7423713207244873
186,2,10000,0.09229706972837448,2.5024847984313965
187,2,10000,0.07676435261964798,2.5498788356781006
188,2,10000,0.10058476030826569,2.5313925743103027
189,2,10000,0.0924195945262909,2.5584802627563477
190,2,10000,0.09420675784349442,2.4164910316467285
191,2,10000,0.819333016872406,2.7561357021331787
192,2,10000,0.10173507779836655,2.536395788192749
193,2,10000,0.09448280185461044,2.6019318103790283
194,2,10000,0.09242741018533707,2.4445343017578125
195,2,10000,0.09402898699045181,2.4174129962921143
196,2,10000,0.8193191289901733,2.746126890182495
197,2,10000,0.08760658651590347,2.5242745876312256
198,2,10000,0.09711003303527832,2.4014852046966553
199,2,10000,0.06425002962350845,2.624678611755371
200,2,10000,0.08775483816862106,2.597364664077759
201,2,10000,0.8199109435081482,2.7498812675476074
202,2,10000,0.0987052172422409,2.5754175186157227
203,2,10000,0.09537621587514877,2.4770572185516357
204,2,10000,0.06602030992507935,2.749316692352295
205,2,10000,0.09457718580961227,2.361503839492798
206,2,10000,0.11754263192415237,2.4169750213623047
207,2,10000,0.09325536340475082,2.4454212188720703
208,2,10000,0.14540591835975647,2.5137412548065186
209,2,10000,0.0598725825548172,2.7749407291412354
210,2,10000,0.8190422058105469,2.747164011001587
211,2,10000,0.09469487518072128,2.4604380130767822
212,2,10000,0.09123913943767548,2.5969297885894775
213,2,10000,0.09306295961141586,2.5254929065704346
214,2,10000,0.09140057116746902,2.4901371002197266
215,2,10000,0.8187248706817627,2.7531180381774902
216,2,10000,0.8193899989128113,2.7610297203063965
217,2,10000,0.08281490206718445,2.5564959049224854
218,2,10000,0.09463775157928467,2.567225217819214
219,2,10000,0.09446927160024643,2.4787440299987793
220,2,10000,0.8196232914924622,2.755056619644165
221,2,10000,0.09099703282117844,2.467118740081787
222,2,10000,0.09335273504257202,2.521333932876587
223,2,10000,0.08647526800632477,2.6647231578826904
224,2,10000,0.058433640748262405,2.796142816543579
225,2,10000,0.09136870503425598,2.656618356704712
226,2,10000,0.07112271338701248,2.7024877071380615
227,2,10000,0.06379726529121399,2.647287130355835
228,2,10000,0.09190677106380463,2.476290464401245
229,2,10000,0.06299488991498947,2.71834397315979
230,2,10000,0.13672086596488953,2.5252628326416016
231,2,10000,0.08966685831546783,2.4719126224517822
232,2,10000,0.09046341478824615,2.4019665718078613
233,2,10000,0.09433616697788239,2.322845458984375
234,2,10000,0.0911865383386612,2.510488510131836
235,2,10000,0.09487197548151016,2.49104642868042
236,2,10000,0.09089039266109467,2.5570008754730225
237,2,10000,0.09390488266944885,2.3881328105926514
238,2,10000,0.08581721782684326,2.5106515884399414
239,2,10000,0.0923871174454689,2.3921737670898438
240,2,10000,0.08964824676513672,2.479391574859619
241,2,10000,0.0959164947271347,2.2746810913085938
242,2,10000,0.0791858583688736,2.7004804611206055
243,2,10000,0.09304169565439224,2.5382442474365234
244,2,10000,0.09290928393602371,2.5490643978118896
245,2,10000,0.09089542925357819,2.3856565952301025
246,2,10000,0.09308723360300064,2.598391056060791
247,2,10000,0.09032133966684341,2.587587594985962
248,2,10000,0.09345680475234985,2.459172487258911
249,2,10000,0.09323784708976746,2.5963215827941895
250,2,10000,0.08948488533496857,2.561100721359253
251,2,10000,0.08887362480163574,2.500986337661743
252,2,10000,0.08950294554233551,2.540114641189575
253,2,10000,0.06933914124965668,2.765921115875244
254,2,10000,0.0948890969157219,2.4317734241485596
255,2,10000,0.06638943403959274,2.675645589828491
256,2,10000,0.09482362121343613,2.4476518630981445
257,2,10000,0.07055843621492386,2.82767391204834
258,2,10000,0.0757765844464302,2.7800562381744385
259,2,10000,0.10215437412261963,2.420835256576538
260,2,10000,0.07836370170116425,2.597691059112549
261,2,10000,0.09341363608837128,2.556277275085449
262,2,10000,0.08953893929719925,2.6356639862060547
263,2,10000,0.08163442462682724,2.695244789123535
264,2,10000,0.05610177293419838,2.7229206562042236
265,2,10000,0.09349678456783295,2.5754075050354004
266,2,10000,0.0976136103272438,2.4685134887695312
267,2,10000,0.09030487388372421,2.5165512561798096
268,2,10000,0.09158970415592194,2.462758779525757
269,2,10000,0.09479498118162155,2.4587860107421875
270,2,10000,0.0901855006814003,2.585550546646118
271,2,10000,0.09281893819570541,2.492206335067749
272,2,10000,0.08749154955148697,2.50053334236145
273,2,10000,0.09410741180181503,2.5702993869781494
274,2,10000,0.08328691124916077,2.6176726818084717
275,2,10000,0.09282505512237549,2.4885005950927734
276,2,10000,0.07375221699476242,2.6590821743011475
277,2,10000,0.07046045362949371,2.6546971797943115
278,2,10000,0.07715253531932831,2.5947134494781494
279,2,10000,0.08835902810096741,2.523310899734497
280,2,10000,0.092439204454422,2.401522636413574
281,2,10000,0.08222293108701706,2.637117624282837
282,2,10000,0.09159445762634277,2.4629366397857666
283,2,10000,0.06911338120698929,2.6171059608459473
284,2,10000,0.051365166902542114,2.8801109790802
285,2,10000,0.08727961033582687,2.438681125640869
286,2,10000,0.08984991908073425,2.772496461868286
287,2,10000,0.09280171245336533,2.6128640174865723
288,2,10000,0.0903778001666069,2.490840435028076
289,2,10000,0.0808984562754631,2.6058521270751953
290,2,10000,0.08736839890480042,2.547842025756836
291,2,10000,0.08828888088464737,2.4456379413604736
292,2,10000,0.0712423101067543,2.7919564247131348
293,2,10000,0.093909852206707,2.6044692993164062
294,2,10000,0.09101574867963791,2.5847480297088623
295,2,10000,0.061471741646528244,2.766585350036621
296,2,10000,0.09357955306768417,2.435959815979004
297,2,10000,0.06854601204395294,2.687063694000244
298,2,10000,0.09141050279140472,2.5305774211883545
299,2,10000,0.08863165229558945,2.5964913368225098
300,2,10000,0.07612864673137665,2.598365068435669
301,2,10000,0.08850901573896408,2.4921183586120605
302,2,10000,0.07704642415046692,2.6427531242370605
303,2,10000,0.09325043857097626,2.406472682952881
304,2,10000,0.08951790630817413,2.502851724624634
305,2,10000,0.08930361270904541,2.558242082595825
306,2,10000,0.0904957726597786,2.5516722202301025
307,2,10000,0.08711831271648407,2.4445648193359375
308,2,10000,0.09064147621393204,2.5651638507843018
309,2,10000,0.0849788635969162,2.4310898780822754
310,2,10000,0.06300191581249237,2.7819180488586426
311,2,10000,0.08489828556776047,2.538860559463501
312,2,10000,0.08769460767507553,2.6236934661865234
313,2,10000,0.07456066459417343,2.7535345554351807
314,2,10000,0.09345985949039459,2.3845088481903076
315,2,10000,0.06772366911172867,2.9112393856048584
316,2,10000,0.07058672606945038,2.731440544128418
317,2,10000,0.09230034798383713,2.5580224990844727
318,2,10000,0.09205332398414612,2.4593820571899414
319,2,10000,0.06184268370270729,2.6663918495178223
320,2,10000,0.07325652986764908,2.745621919631958
321,2,10000,0.09018769860267639,2.583876848220825
322,2,10000,0.05396893620491028,2.794466972351074
323,2,10000,0.08067784458398819,2.6576907634735107
324,2,10000,0.09168342500925064,2.480010747909546
325,2,10000,0.06292971968650818,2.7311811447143555
326,2,10000,0.07526896148920059,2.530494451522827
327,2,10000,0.09187866747379303,2.471320152282715
328,2,10000,0.09048383682966232,2.4721779823303223
329,2,10000,0.08712339401245117,2.5438311100006104
330,2,10000,0.07365437597036362,2.8482377529144287
331,2,10000,0.08972793072462082,2.5562989711761475
332,2,10000,0.10789382457733154,2.260380983352661
333,2,10000,0.07986748218536377,2.6127870082855225
334,2,10000,0.05675561726093292,2.9400057792663574
335,2,10000,0.08791662007570267,2.4991657733917236
336,2,10000,0.08701664209365845,2.541200876235962
337,2,10000,0.06653431057929993,2.874614953994751
338,2,10000,0.07246772199869156,2.695394992828369
339,2,10000,0.09253204613924026,2.452805519104004
340,2,10000,0.07937101274728775,2.5705313682556152
341,2,10000,0.08533646166324615,2.5358378887176514
342,2,10000,0.09218418598175049,2.5336005687713623
343,2,10000,0.08538240939378738,2.5659048557281494
344,2,10000,0.05854763835668564,2.7260050773620605
345,2,10000,0.0923512727022171,2.509809732437134
346,2,10000,0.05943170562386513,2.7082042694091797
347,2,10000,0.0891406461596489,2.5239932537078857
348,2,10000,0.09051189571619034,2.440727710723877
349,2,10000,0.08844143897294998,2.5376734733581543
350,2,10000,0.0879649743437767,2.5049569606781006
351,2,10000,0.07035788148641586,2.6627063751220703
352,2,10000,0.06311158835887909,2.7035505771636963
353,2,10000,0.07996253669261932,2.611887216567993
354,2,10000,0.08708205074071884,2.526763677597046
355,2,10000,0.09077120572328568,2.550814390182495
356,2,10000,0.06765296310186386,2.8113815784454346
357,2,10000,0.09924868494272232,2.5274431705474854
358,2,10000,0.10264185070991516,2.643246650695801
359,2,10000,0.08633913844823837,2.551659345626831
360,2,10000,0.0569942481815815,2.7940449714660645
361,2,10000,0.08901514112949371,2.5203282833099365
362,2,10000,0.08979092538356781,2.507188081741333
363,2,10000,0.08394713699817657,2.553474187850952
364,2,10000,0.08946720510721207,2.4802424907684326
365,2,10000,0.06155826896429062,2.7037761211395264
366,2,10000,0.0876636728644371,2.5712695121765137
367,2,10000,0.0857182964682579,2.5296239852905273
368,2,10000,0.08929836750030518,2.4255692958831787
369,2,10000,0.08828604221343994,2.586129665374756
370,2,10000,0.08848932385444641,2.4248132705688477
371,2,10000,0.09400246292352676,2.533356189727783
372,2,10000,0.058740463107824326,2.766292095184326
373,2,10000,0.05378914251923561,2.700455665588379
374,2,10000,0.07735876739025116,2.7592225074768066
375,2,10000,0.06424211710691452,2.6938765048980713
376,2,10000,0.05918724462389946,2.7416727542877197
377,2,10000,0.08551713079214096,2.6339330673217773
378,2,10000,0.057103946805000305,2.7866086959838867
379,2,10000,0.08544187247753143,2.541293144226074
380,2,10000,0.08903857320547104,2.5763490200042725
381,2,10000,0.06938831508159637,2.6461334228515625
382,2,10000,0.06471087783575058,2.8705711364746094
383,2,10000,0.08226131647825241,2.740523338317871
384,2,10000,0.05866483226418495,2.7401506900787354
385,2,10000,0.08938880264759064,2.5144436359405518
386,2,10000,0.08986662328243256,2.483090400695801
387,2,10000,0.09376204013824463,2.5579030513763428
388,2,10000,0.08716774731874466,2.556326389312744
389,2,10000,0.09111136198043823,2.5390563011169434
390,2,10000,0.0895700678229332,2.547954797744751
391,2,10000,0.051555387675762177,2.8716084957122803
392,2,10000,0.08111288398504257,2.6299848556518555
393,2,10000,0.08919341117143631,2.4267284870147705
394,2,10000,0.05956137552857399,2.75069522857666
395,2,10000,0.060130972415208817,2.735778570175171
396,2,10000,0.08920959383249283,2.6792752742767334
397,2,10000,0.05248822644352913,3.0020289421081543
398,2,10000,0.08104497194290161,2.577664375305176
399,2,10000,0.07520069181919098,2.677741050720215
400,2,10000,0.07924704253673553,2.78411602973938
401,2,10000,0.08904167264699936,2.5161588191986084
402,2,10000,0.05396059900522232,2.8895750045776367
403,2,10000,0.09376687556505203,2.3128719329833984
404,2,10000,0.08757129311561584,2.505955696105957
405,2,10000,0.0633496344089508,2.7253096103668213
406,2,10000,0.08798646181821823,2.5016298294067383
407,2,10000,0.08840802311897278,2.4788284301757812
408,2,10000,0.09084721654653549,2.5647597312927246
409,2,10000,0.09579558670520782,2.4330966472625732
410,2,10000,0.09460525959730148,2.568267583847046
411,2,10000,0.08160991221666336,2.6488144397735596
412,2,10000,0.07046721875667572,2.659031629562378
413,2,10000,0.0716797485947609,2.693244218826294
414,2,10000,0.05245274305343628,2.8188529014587402
415,2,10000,0.07587835937738419,2.673495054244995
416,2,10000,0.05455060303211212,2.9143779277801514
417,2,10000,0.0583697184920311,2.8139302730560303
418,2,10000,0.06476079672574997,2.7223219871520996
419,2,10000,0.05952926725149155,2.757934093475342
420,2,10000,0.08996839076280594,2.442471981048584
421,2,10000,0.08603262901306152,2.5275919437408447
422,2,10000,0.08961574733257294,2.6519994735717773
423,2,10000,0.06859678775072098,2.722806215286255
424,2,10000,0.0879926010966301,2.513944149017334
425,2,10000,0.08727586269378662,2.447751998901367
426,2,10000,0.06872471421957016,2.700648069381714
427,2,10000,0.054485395550727844,2.9249749183654785
428,2,10000,0.08852235227823257,2.6333019733428955
429,2,10000,0.08594632893800735,2.5918004512786865
430,2,10000,0.07103049010038376,2.741605758666992
431,2,10000,0.09045983105897903,2.4996261596679688
432,2,10000,0.09254135191440582,2.646538257598877
433,2,10000,0.08969270437955856,2.6132171154022217
434,2,10000,0.07712450623512268,2.6364734172821045
435,2,10000,0.054658934473991394,2.821232557296753
436,2,10000,0.09219750016927719,2.5489072799682617
437,2,10000,0.06346423178911209,2.7637360095977783
438,2,10000,0.07169204950332642,2.5712687969207764
439,2,10000,0.061665330082178116,2.7139980792999268
440,2,10000,0.05841880291700363,2.783344268798828
441,2,10000,0.08034574240446091,2.591254234313965
442,2,10000,0.07843895256519318,2.5609078407287598
443,2,10000,0.07217855006456375,2.7021706104278564
444,2,10000,0.07506652176380157,2.7283546924591064
445,2,10000,0.06955143064260483,2.6664302349090576
446,2,10000,0.08529617637395859,2.5386509895324707
447,2,10000,0.08997024595737457,2.5384349822998047
448,2,10000,0.05064599961042404,2.959880828857422
449,2,10000,0.08645984530448914,2.5239181518554688
450,2,10000,0.06615519523620605,2.83042311668396
451,2,10000,0.08859644085168839,2.48126220703125
452,2,10000,0.06914602220058441,2.6377832889556885
453,2,10000,0.0629994198679924,2.7010765075683594
454,2,10000,0.05272404104471207,2.835334539413452
455,2,10000,0.05424925684928894,2.830085277557373
456,2,10000,0.0811152532696724,2.4870970249176025
457,2,10000,0.08911488205194473,2.5114808082580566
458,2,10000,0.04991002380847931,2.90708589553833
459,2,10000,0.08551359921693802,2.5725955963134766
460,2,10000,0.08293284475803375,2.5401437282562256
461,2,10000,0.09004468470811844,2.532561779022217
462,2,10000,0.05342172831296921,2.7348928451538086
463,2,10000,0.07077433913946152,2.706794023513794
464,2,10000,0.04927394539117813,2.9978649616241455
465,2,10000,0.0588291697204113,2.7554516792297363
466,2,10000,0.07513248175382614,2.619110107421875
467,2,10000,0.0788208544254303,2.611954927444458
468,2,10000,0.0789005383849144,2.5350430011749268
469,2,10000,0.07067792862653732,2.731719493865967
470,2,10000,0.09462723881006241,2.5057458877563477
471,2,10000,0.05401630699634552,2.810197353363037
472,2,10000,0.089819997549057,2.6289844512939453
473,2,10000,0.08809789270162582,2.5430748462677
474,2,10000,0.08313333988189697,2.728205919265747
475,2,10000,0.09225471317768097,2.546584129333496
476,2,10000,0.051418155431747437,2.816277503967285
477,2,10000,0.05664747208356857,2.670813798904419
478,2,10000,0.06431203335523605,2.7213146686553955
479,2,10000,0.07318157702684402,2.7991981506347656
480,2,10000,0.05429773032665253,2.8360097408294678
481,2,10000,0.09227915853261948,2.5066494941711426
482,2,10000,0.08364517986774445,2.6114718914031982
483,2,10000,0.08812437206506729,2.5573770999908447
484,2,10000,0.061579473316669464,2.7389543056488037
